Role,Location,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_cat,Q10,Q10_cat,Q11,Q11_num,Q12,Q12_cat
Welder,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Having a job ,Nature of Work,"Not really busy at the moment, and will like more work hours ",Schedule & Hours,Satisfied,80,,Blank
Welder,North Carolina - Charlotte Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,How i feel welcomed by everyone and I feel like we're family ,People & Culture,Just the heat,Working Conditions,Satisfied,80,"A lot of the tools I use, mainly the grinders, they always break and I always have to get a new one. This applies for all tools to be checked thoroughly so we know that they won't break.",Improved Equipment & Working Conditions
Fitter,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Disagree,40,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Bonus,Pay & Benefits,Heat,Working Conditions,Satisfied,80,Nothing,No Changes
Leadperson,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Helping people learn new things ,People & Culture,Rules made up on the spot ,Management & Leadership,Satisfied,80,,Blank
Quality control,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Enjoy being an inspector,Nature of Work,N/a,No Compliants,Satisfied,80,N/a,Blank
Detail coordinator,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Pay,Pay & Benefits,The hot,Working Conditions,Satisfied,80,,Blank
Fitter,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Consistency ,Nature of Work,Mess,People & Culture,Extremely satisfied,100,Inexperienced personel,Training & Career Development
Supervisor,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,getting a paycheck,Pay & Benefits,The heat,Working Conditions,Extremely satisfied,100,Nothing ,No Changes
Crane operator,North Carolina - Charlotte Shop,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Todo,Nature of Work,Todo,Other,Satisfied,80,Nada,No Changes
Machine operator,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,It’s straight forward,Nature of Work,Having to stand up for 12 hours,Working Conditions,Neither satisfied nor dissatisfied,60,Wish i could sit while my saw takes 30 min to cut,Improved Equipment & Working Conditions
Leadperson,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Bonus ,Pay & Benefits,Heat,Working Conditions,Satisfied,80,,Blank
Welder,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Disagree,40,Disagree,40,The actual work I do. ,Nature of Work,The hours,Schedule & Hours,Neither satisfied nor dissatisfied,60,"Better equipment, better supply, and better hours",Improved Equipment & Working Conditions
Fitter,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,It’s a good positive environment that allows me to grow and continue learning while feeling judgement free. ,People & Culture,The inconsistent weekly schedule. Not knowing if we are working Saturdays and sometimes even Fridays until a day or two before ,Schedule & Hours,Satisfied,80,A more consistent schedule or a bigger notice so I can plan activities for the weekend ,Schedule & Work-Life Balance
Crane operator,North Carolina - Charlotte Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,the pay,Pay & Benefits,the weather,Working Conditions,Satisfied,80,,Blank
Machine operator,North Carolina - Charlotte Shop,Strongly agree,100,Strongly disagree,20,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Money and peopel,Pay & Benefits,The heat,Working Conditions,Extremely satisfied,100,Nothing ,No Changes
Welder,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,The people,People & Culture,Friday’s working 11-5 with only a 15min break ,Schedule & Hours,Satisfied,80,,Blank
Welder,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Disagree,40,Agree,80,To be honest the profit ,Pay & Benefits,Either the lack of or the lack of recognition for doibg good work,Management & Leadership,Satisfied,80,Better communication with new hires and better learning opprutunities for new hires aswell. Just over all more communication and more leadership,Leadership Improvement
Maintenance,North Carolina - Charlotte Shop,Disagree,40,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Getting paid,Pay & Benefits,No chance to grow,Management & Leadership,Extremely satisfied,100,Better leadership at supervisor level,Leadership Improvement
Fitter,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,The people I work with,People & Culture,Being rushed to get things done,Management & Leadership,Satisfied,80,,Blank
Fitter,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Disagree,40,Strongly agree,100,The people I work with ,People & Culture,When other people are unsafe. ,Management & Leadership,Satisfied,80,,Blank
Detail coordinator,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,love my position ,Nature of Work,None,No Compliants,Satisfied,80,,Blank
Maintenance,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Team work. The people. The leadership.,People & Culture,The summer heat,Working Conditions,Extremely satisfied,100,AC in the shop,Improved Equipment & Working Conditions
Quality control,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Lean new software for the task as the come in.,Accomplishment & Growth,Other employee's trying to do my job and then they get me involved to take care of the problem.,People & Culture,Extremely satisfied,100,Nothing but look forward to all the challenges in the future.,No Changes
Maintenance,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Disagree,40,More overtime ,Pay & Benefits,Less over time s,Schedule & Hours,Extremely satisfied,100,Easy money ,Better Pay & Benefits
Welder,North Carolina - Charlotte Shop,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Money,Pay & Benefits,Nothing ,No Compliants,Satisfied,80,Nothing ,No Changes
Welder,North Carolina - Charlotte Shop,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Money,Pay & Benefits,Nothing ,No Compliants,Neither satisfied nor dissatisfied,60,Nothing,No Changes
Maintenance,North Carolina - Charlotte Shop,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Disagree,40, Being able to provide for my family with a consistent income ,Pay & Benefits,I don’t want to loose my job so I will keep it to myself ,Other,Neither satisfied nor dissatisfied,60,The people put in place of management need to take some management classes ,Leadership Improvement
Maintenance,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Strongly disagree,20,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Nothing,Other,Nothing,No Compliants,Neither satisfied nor dissatisfied,60,Nothing,No Changes
Machine operator,North Carolina - Charlotte Shop,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,I love my job and supervisor ,Nature of Work,When the machine is down all we have to do is clean and that can get boring. It's also extremely hot in the saw buildings. Fans aren't that good.,Equipment & Resources,Satisfied,80,,Blank
Machine operator,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,No micro management ,People & Culture,Na,No Compliants,Neither satisfied nor dissatisfied,60,Would like to see management be more professional not using the F words towards the company employees ,Leadership Improvement
Leadperson,North Carolina - Charlotte Shop,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,"Hours, pay, benefits, overtime and annual bonus. I understand that the owners/shareholders are not obligated to pay out such a generous bonus and they could easily put that in their own pockets, I'm grateful to work for a company that cares enough to enhance the lives of the employees. It is a true blessing.",Pay & Benefits,"Poor attitude of many of younger generation, (18- early twenties), the majority of them have an entitled attitude and lack respect for older employees. It could be the byproduct of being rewarded simply for participating.  ",People & Culture,Satisfied,80,,Blank
Welder,North Carolina - Charlotte Shop,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,welder,Nature of Work,make a right ,Other,Satisfied,80,add more uto,Work Policy & Culture
Leadperson,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Disagree,40,Agree,80,Good company to work for,People & Culture,Nothing ,No Compliants,Satisfied,80,Nothing ,No Changes
Welder,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,All,Nature of Work,Is complete friendly ,People & Culture,Satisfied,80,,Blank
Machine operator,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Getting paid ,Pay & Benefits,Not having uto,Pay & Benefits,Satisfied,80,,Blank
Crane operator,North Carolina - Charlotte Shop,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Everyone ,People & Culture,Nothing ,No Compliants,Satisfied,80,,Blank
Welder,North Carolina - Charlotte Shop,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Bonus ,Pay & Benefits,Temperature in the summer ,Working Conditions,Extremely satisfied,100,None ,No Changes
Forklift operator,North Carolina - Charlotte Shop,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Being able to work everyday ,Nature of Work,The amount of PTO!,Pay & Benefits,Satisfied,80,Nothing really just more PTO,Better Pay & Benefits
Crane operator,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Disagree,40,Strongly agree,100,"Getting off at 3:30pm and 1:30pm, benefits, co workers",Pay & Benefits,"Last minute jobs and decisions, favoritism",Management & Leadership,Neither satisfied nor dissatisfied,60,"How people talk to each other, supervisors learn how to communicate better ",Work Policy & Culture
Forklift operator,North Carolina - Charlotte Shop,Strongly agree,100,Disagree,40,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,My hours and my benefits ,Pay & Benefits,Not always having proper working equipment (ac working in forklift),Equipment & Resources,Satisfied,80,I wish we still had some unpaid time off,Better Pay & Benefits
Machine operator,North Carolina - Charlotte Shop,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Disagree,40,Agree,80,The opportunity to gain hours and be able to work as much as I’d like ,Pay & Benefits,Feel like there’s a lot of people who can’t accountability for mistakes and neither are held accountable ,People & Culture,Satisfied,80,Break hours   Possibility 1 15 min brake  And 1 45 min break ,Schedule & Work-Life Balance
Supervisor,North Carolina - Charlotte Shop,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,"Opportunity to grow, just wish it was more recognized and valued the amount of work and knowledge and time with the company. ",Accomplishment & Growth,"Un recognition, unaccountability for property damages, and holding people for not cleaning their areas ",Management & Leadership,Satisfied,80,Bring back the things we used to do   7-8 years ago for certain holidays. Like cook out for 4th of July and things like that I think make employees overall feel more appreciated. Another thing I would change is every shift be as accountable as first for mistakes and lack of work ethic ,Work Policy & Culture
Crane operator,North Carolina - Charlotte Shop,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Enjoy with teams work as one of family. ,People & Culture,Enjoy working everyday to do the best we can,No Compliants,Satisfied,80,My experience keeps my work safe.,Other
Forklift operator,North Carolina - Charlotte Shop,Agree,80,Disagree,40,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,The meaning behind how Steel Fab was established. ,People & Culture,It's a balanced job,No Compliants,Satisfied,80,Selfishness   Mental AWARENESS ,Work Policy & Culture
